;case;activity;time;start_timestamp
2713;668;a_1;05/01/2015 11.08.24;
2714;668;c_1;05/01/2015 11.08.30;
2715;668;d_1;05/01/2015 11.09.17;
2716;668;f_1;05/01/2015 11.09.31;
2717;669;a_1;05/01/2015 11.08.53;
2718;669;d_1;05/01/2015 11.09.49;
2719;669;c_1;05/01/2015 11.09.53;
2720;669;f_1;05/01/2015 11.10.19;
2721;670;b_1;05/01/2015 11.10.06;
2722;670;d_1;05/01/2015 11.10.35;
2723;670;e_1;05/01/2015 11.10.51;
2724;670;g_1;05/01/2015 11.11.55;
2725;671;a_1;05/01/2015 11.11.11;
2726;671;d_1;05/01/2015 11.11.37;
2727;671;c_1;05/01/2015 11.12.59;
2728;671;f_1;05/01/2015 11.14.41;
2729;672;a_1;05/01/2015 11.11.42;
2730;672;c_1;05/01/2015 11.11.48;
2731;672;d_1;05/01/2015 11.11.56;
2732;672;f_1;05/01/2015 11.12.59;
2733;673;a_1;05/01/2015 11.11.39;
2734;673;d_1;05/01/2015 11.11.51;
2735;673;c_1;05/01/2015 11.12.17;
2736;673;f_1;05/01/2015 11.13.27;
2737;674;b_1;05/01/2015 11.13.33;
2738;674;e_1;05/01/2015 11.14.24;
2739;674;d_1;05/01/2015 11.22.50;
2740;674;g_1;05/01/2015 11.23.38;
2741;675;a_1;05/01/2015 11.15.00;
2742;675;d_1;05/01/2015 11.15.00;
2743;675;c_1;05/01/2015 11.15.05;
2744;675;f_1;05/01/2015 11.16.04;
2745;676;b_1;05/01/2015 11.14.56;
2746;676;d_1;05/01/2015 11.15.05;
2747;676;e_1;05/01/2015 11.15.22;
2748;676;g_1;05/01/2015 11.15.44;
2749;677;b_1;05/01/2015 11.17.52;
2750;677;e_1;05/01/2015 11.18.10;
2751;677;d_1;05/01/2015 11.20.04;
2752;677;g_1;05/01/2015 11.21.45;
2753;678;a_1;05/01/2015 11.21.14;
2754;678;d_1;05/01/2015 11.21.35;
2755;678;c_1;05/01/2015 11.22.21;
2756;678;f_1;05/01/2015 11.23.45;
2757;679;a_1;05/01/2015 11.20.16;
2758;679;c_1;05/01/2015 11.21.44;
2759;679;d_1;05/01/2015 11.23.06;
2760;679;f_1;05/01/2015 11.23.39;
2761;680;b_1;05/01/2015 11.20.52;
2762;680;e_1;05/01/2015 11.21.12;
2763;680;d_1;05/01/2015 11.21.12;
2764;680;g_1;05/01/2015 11.22.23;
2765;681;b_1;05/01/2015 11.22.00;
2766;681;e_1;05/01/2015 11.22.31;
2767;681;d_1;05/01/2015 11.23.05;
2768;681;g_1;05/01/2015 11.25.39;
2769;682;a_1;05/01/2015 11.22.37;
2770;682;c_1;05/01/2015 11.22.47;
2771;682;d_1;05/01/2015 11.23.40;
2772;682;f_1;05/01/2015 11.25.36;
2773;683;a_1;05/01/2015 11.22.46;
2774;683;c_1;05/01/2015 11.23.12;
2775;683;d_1;05/01/2015 11.23.51;
2776;683;f_1;05/01/2015 11.25.39;
2777;684;a_1;05/01/2015 11.22.58;
2778;684;c_1;05/01/2015 11.23.12;
2779;684;d_1;05/01/2015 11.24.08;
2780;684;f_1;05/01/2015 11.25.20;
2781;685;a_1;05/01/2015 11.24.15;
2782;685;d_1;05/01/2015 11.24.24;
2783;685;c_1;05/01/2015 11.26.51;
2784;685;f_1;05/01/2015 11.27.47;
2785;686;a_1;05/01/2015 11.23.29;
2786;686;d_1;05/01/2015 11.23.45;
2787;686;c_1;05/01/2015 11.24.53;
2788;686;f_1;05/01/2015 11.25.21;
2789;687;b_1;05/01/2015 11.23.33;
2790;687;e_1;05/01/2015 11.23.37;
2791;687;x_1;05/01/2015 11.24.33;
2792;687;d_1;05/01/2015 11.29.28;
2793;687;g_1;05/01/2015 11.29.45;
2794;688;a_1;05/01/2015 11.27.40;
2795;688;d_1;05/01/2015 11.27.46;
2796;688;c_1;05/01/2015 11.28.26;
2797;688;f_1;05/01/2015 11.29.21;
2798;689;b_1;05/01/2015 11.29.22;
2799;689;d_1;05/01/2015 11.29.49;
2800;689;e_1;05/01/2015 11.30.51;
2801;689;g_1;05/01/2015 11.31.52;
2802;690;a_1;05/01/2015 11.32.31;
2803;690;c_1;05/01/2015 11.32.52;
2804;690;d_1;05/01/2015 11.33.29;
2805;690;f_1;05/01/2015 11.35.55;
2806;691;b_1;05/01/2015 11.32.04;
2807;691;d_1;05/01/2015 11.32.07;
2808;691;e_1;05/01/2015 11.33.52;
2809;691;g_1;05/01/2015 11.33.55;
2810;692;a_1;05/01/2015 11.34.14;
2811;692;d_1;05/01/2015 11.34.22;
2812;692;c_1;05/01/2015 11.36.13;
2813;692;f_1;05/01/2015 11.37.44;
2814;693;b_1;05/01/2015 11.32.57;
2815;693;e_1;05/01/2015 11.33.15;
2816;693;d_1;05/01/2015 11.33.33;
2817;693;g_1;05/01/2015 11.35.12;
2818;694;b_1;05/01/2015 11.33.32;
2819;694;d_1;05/01/2015 11.34.26;
2820;694;e_1;05/01/2015 11.34.43;
2821;694;g_1;05/01/2015 11.36.11;
2822;695;a_1;05/01/2015 11.35.34;
2823;695;d_1;05/01/2015 11.35.59;
2824;695;x_1;05/01/2015 11.36.13;
2825;695;c_1;05/01/2015 11.36.13;
2826;695;f_1;05/01/2015 11.38.01;
2827;696;b_1;05/01/2015 11.34.09;
2828;696;e_1;05/01/2015 11.34.54;
2829;696;d_1;05/01/2015 11.36.16;
2830;696;g_1;05/01/2015 11.37.24;
2831;697;b_1;05/01/2015 11.36.08;
2832;697;d_1;05/01/2015 11.36.52;
2833;697;e_1;05/01/2015 11.36.57;
2834;697;g_1;05/01/2015 11.38.11;
2835;698;b_1;05/01/2015 11.35.52;
2836;698;e_1;05/01/2015 11.36.30;
2837;698;d_1;05/01/2015 11.37.32;
2838;698;g_1;05/01/2015 11.39.32;
2839;699;b_1;05/01/2015 11.38.34;
2840;699;e_1;05/01/2015 11.39.05;
2841;699;d_1;05/01/2015 11.41.35;
2842;699;g_1;05/01/2015 11.41.53;
2843;700;a_1;05/01/2015 11.39.57;
2844;700;c_1;05/01/2015 11.40.27;
2845;700;d_1;05/01/2015 11.45.26;
2846;700;f_1;05/01/2015 11.46.05;
2847;701;a_1;05/01/2015 11.42.49;
2848;701;c_1;05/01/2015 11.43.29;
2849;701;d_1;05/01/2015 11.44.08;
2850;701;f_1;05/01/2015 11.47.12;
2851;702;b_1;05/01/2015 11.40.46;
2852;702;d_1;05/01/2015 11.41.06;
2853;702;e_1;05/01/2015 11.42.20;
2854;702;g_1;05/01/2015 11.42.33;
2855;703;a_1;05/01/2015 11.45.22;
2856;703;d_1;05/01/2015 11.45.35;
2857;703;c_1;05/01/2015 11.45.52;
2858;703;f_1;05/01/2015 11.49.35;
2859;704;a_1;05/01/2015 11.42.27;
2860;704;c_1;05/01/2015 11.44.07;
2861;704;d_1;05/01/2015 11.44.21;
2862;704;f_1;05/01/2015 11.45.25;
2863;705;a_1;05/01/2015 11.42.57;
2864;705;d_1;05/01/2015 11.43.00;
2865;705;c_1;05/01/2015 11.43.38;
2866;705;f_1;05/01/2015 11.45.33;
2867;706;b_1;05/01/2015 11.44.54;
2868;706;d_1;05/01/2015 11.45.22;
2869;706;e_1;05/01/2015 11.46.01;
2870;706;g_1;05/01/2015 11.46.34;
2871;707;a_1;05/01/2015 11.43.42;
2872;707;c_1;05/01/2015 11.43.56;
2873;707;d_1;05/01/2015 11.44.40;
2874;707;f_1;05/01/2015 11.46.25;
2875;708;b_1;05/01/2015 11.46.27;
2876;708;e_1;05/01/2015 11.46.34;
2877;708;d_1;05/01/2015 11.46.44;
2878;708;g_1;05/01/2015 11.47.07;
2879;709;b_1;05/01/2015 11.48.58;
2880;709;d_1;05/01/2015 11.49.04;
2881;709;e_1;05/01/2015 11.49.35;
2882;709;g_1;05/01/2015 11.51.01;
2883;710;b_1;05/01/2015 11.51.43;
2884;710;e_1;05/01/2015 11.52.22;
2885;710;d_1;05/01/2015 11.53.47;
2886;710;x_1;05/01/2015 11.58.38;
2887;710;g_1;05/01/2015 11.59.00;
2888;711;b_1;05/01/2015 11.48.18;
2889;711;d_1;05/01/2015 11.48.59;
2890;711;e_1;05/01/2015 11.54.41;
2891;711;g_1;05/01/2015 11.54.47;
2892;712;a_1;05/01/2015 11.49.05;
2893;712;d_1;05/01/2015 11.49.30;
2894;712;c_1;05/01/2015 11.53.11;
2895;712;f_1;05/01/2015 11.54.51;
2896;713;a_1;05/01/2015 11.49.14;
2897;713;d_1;05/01/2015 11.50.17;
2898;713;c_1;05/01/2015 11.51.04;
2899;713;f_1;05/01/2015 11.51.36;
2900;714;b_1;05/01/2015 11.50.09;
2901;714;d_1;05/01/2015 11.51.44;
2902;714;e_1;05/01/2015 11.52.14;
2903;714;g_1;05/01/2015 11.55.20;
2904;715;a_1;05/01/2015 11.51.57;
2905;715;d_1;05/01/2015 11.52.48;
2906;715;c_1;05/01/2015 11.53.18;
2907;715;f_1;05/01/2015 11.53.44;
2908;716;b_1;05/01/2015 11.51.32;
2909;716;e_1;05/01/2015 11.52.05;
2910;716;d_1;05/01/2015 11.52.35;
2911;716;g_1;05/01/2015 11.55.55;
2912;717;a_1;05/01/2015 11.50.19;
2913;717;d_1;05/01/2015 11.51.01;
2914;717;c_1;05/01/2015 11.53.06;
2915;717;f_1;05/01/2015 11.54.29;
2916;718;a_1;05/01/2015 11.52.16;
2917;718;d_1;05/01/2015 11.52.37;
2918;718;x_1;05/01/2015 11.53.11;
2919;718;c_1;05/01/2015 11.53.11;
2920;718;f_1;05/01/2015 11.53.48;
2921;719;b_1;05/01/2015 11.50.39;
2922;719;d_1;05/01/2015 11.50.47;
2923;719;e_1;05/01/2015 11.52.10;
2924;719;g_1;05/01/2015 11.53.34;
2925;720;b_1;05/01/2015 11.51.35;
2926;720;e_1;05/01/2015 11.52.52;
2927;720;d_1;05/01/2015 11.53.52;
2928;720;g_1;05/01/2015 11.54.06;
2929;721;a_1;05/01/2015 11.53.00;
2930;721;d_1;05/01/2015 11.53.01;
2931;721;c_1;05/01/2015 11.55.10;
2932;721;f_1;05/01/2015 11.55.51;
2933;722;a_1;05/01/2015 11.52.51;
2934;722;d_1;05/01/2015 11.52.59;
2935;722;c_1;05/01/2015 11.53.03;
2936;722;f_1;05/01/2015 11.53.12;
2937;723;b_1;05/01/2015 11.52.55;
2938;723;d_1;05/01/2015 11.53.23;
2939;723;e_1;05/01/2015 11.54.30;
2940;723;g_1;05/01/2015 11.54.37;
2941;724;b_1;05/01/2015 11.55.09;
2942;724;e_1;05/01/2015 11.55.27;
2943;724;d_1;05/01/2015 11.55.30;
2944;724;g_1;05/01/2015 11.56.50;
2945;725;a_1;05/01/2015 11.53.37;
2946;725;c_1;05/01/2015 11.54.12;
2947;725;d_1;05/01/2015 11.54.16;
2948;725;f_1;05/01/2015 11.54.29;
2949;726;b_1;05/01/2015 11.53.41;
2950;726;e_1;05/01/2015 11.53.49;
2951;726;d_1;05/01/2015 11.53.50;
2952;726;g_1;05/01/2015 11.54.24;
2953;727;a_1;05/01/2015 11.55.27;
2954;727;d_1;05/01/2015 11.56.07;
2955;727;c_1;05/01/2015 11.56.47;
2956;727;f_1;05/01/2015 11.58.12;
2957;728;a_1;05/01/2015 11.56.28;
2958;728;c_1;05/01/2015 11.58.06;
2959;728;d_1;05/01/2015 12.00.05;
2960;728;f_1;05/01/2015 12.04.01;
2961;729;b_1;05/01/2015 11.57.10;
2962;729;e_1;05/01/2015 11.58.10;
2963;729;d_1;05/01/2015 11.58.57;
2964;729;g_1;05/01/2015 11.59.31;
2965;730;b_1;05/01/2015 12.00.46;
2966;730;e_1;05/01/2015 12.00.55;
2967;730;d_1;05/01/2015 12.01.46;
2968;730;g_1;05/01/2015 12.02.45;
2969;731;a_1;05/01/2015 11.58.11;
2970;731;d_1;05/01/2015 11.58.41;
2971;731;c_1;05/01/2015 12.02.03;
2972;731;f_1;05/01/2015 12.02.39;
2973;732;a_1;05/01/2015 11.59.52;
2974;732;c_1;05/01/2015 12.00.12;
2975;732;d_1;05/01/2015 12.01.24;
2976;732;f_1;05/01/2015 12.02.08;
2977;733;b_1;05/01/2015 12.01.07;
2978;733;d_1;05/01/2015 12.01.38;
2979;733;e_1;05/01/2015 12.01.46;
2980;733;g_1;05/01/2015 12.02.11;
2981;734;a_1;05/01/2015 12.00.01;
2982;734;d_1;05/01/2015 12.00.18;
2983;734;c_1;05/01/2015 12.00.25;
2984;734;f_1;05/01/2015 12.01.46;
2985;735;a_1;05/01/2015 12.02.16;
2986;735;d_1;05/01/2015 12.02.27;
2987;735;c_1;05/01/2015 12.03.07;
2988;735;f_1;05/01/2015 12.06.01;
2989;736;a_1;05/01/2015 12.02.40;
2990;736;c_1;05/01/2015 12.03.43;
2991;736;d_1;05/01/2015 12.04.13;
2992;736;f_1;05/01/2015 12.05.08;
2993;737;a_1;05/01/2015 12.05.05;
2994;737;d_1;05/01/2015 12.05.28;
2995;737;c_1;05/01/2015 12.05.46;
2996;737;f_1;05/01/2015 12.08.16;
2997;738;a_1;05/01/2015 12.04.48;
2998;738;d_1;05/01/2015 12.05.19;
2999;738;c_1;05/01/2015 12.05.36;
3000;738;f_1;05/01/2015 12.07.19;
3001;739;b_1;05/01/2015 12.06.35;
3002;739;d_1;05/01/2015 12.06.39;
3003;739;e_1;05/01/2015 12.06.52;
3004;739;g_1;05/01/2015 12.09.33;
3005;740;a_1;05/01/2015 12.06.56;
3006;740;d_1;05/01/2015 12.07.12;
3007;740;c_1;05/01/2015 12.07.36;
3008;740;f_1;05/01/2015 12.08.28;
3009;741;a_1;05/01/2015 12.06.33;
3010;741;c_1;05/01/2015 12.08.25;
3011;741;d_1;05/01/2015 12.14.10;
3012;741;f_1;05/01/2015 12.15.35;
3013;742;b_1;05/01/2015 12.07.54;
3014;742;d_1;05/01/2015 12.08.06;
3015;742;e_1;05/01/2015 12.08.38;
3016;742;g_1;05/01/2015 12.09.07;
3017;743;b_1;05/01/2015 12.07.29;
3018;743;d_1;05/01/2015 12.07.35;
3019;743;e_1;05/01/2015 12.07.44;
3020;743;g_1;05/01/2015 12.09.08;
3021;744;b_1;05/01/2015 12.08.47;
3022;744;e_1;05/01/2015 12.09.25;
3023;744;d_1;05/01/2015 12.12.21;
3024;744;g_1;05/01/2015 12.15.21;
3025;745;b_1;05/01/2015 12.14.01;
3026;745;e_1;05/01/2015 12.14.25;
3027;745;d_1;05/01/2015 12.15.34;
3028;745;g_1;05/01/2015 12.16.18;
3029;746;b_1;05/01/2015 12.18.44;
3030;746;d_1;05/01/2015 12.18.57;
3031;746;e_1;05/01/2015 12.22.43;
3032;746;g_1;05/01/2015 12.22.49;
3033;747;a_1;05/01/2015 12.17.30;
3034;747;d_1;05/01/2015 12.17.42;
3035;747;c_1;05/01/2015 12.19.17;
3036;747;f_1;05/01/2015 12.19.50;
3037;748;a_1;05/01/2015 12.19.29;
3038;748;d_1;05/01/2015 12.20.03;
3039;748;c_1;05/01/2015 12.21.14;
3040;748;f_1;05/01/2015 12.22.34;
3041;749;a_1;05/01/2015 12.19.32;
3042;749;d_1;05/01/2015 12.19.47;
3043;749;c_1;05/01/2015 12.20.30;
3044;749;f_1;05/01/2015 12.21.15;
3045;750;a_1;05/01/2015 12.22.10;
3046;750;c_1;05/01/2015 12.22.17;
3047;750;d_1;05/01/2015 12.23.26;
3048;750;f_1;05/01/2015 12.24.09;
3049;751;b_1;05/01/2015 12.26.06;
3050;751;d_1;05/01/2015 12.26.12;
3051;751;e_1;05/01/2015 12.26.37;
3052;751;g_1;05/01/2015 12.28.12;
3053;752;b_1;05/01/2015 12.24.24;
3054;752;d_1;05/01/2015 12.24.48;
3055;752;e_1;05/01/2015 12.26.49;
3056;752;g_1;05/01/2015 12.27.48;
3057;753;b_1;05/01/2015 12.29.50;
3058;753;e_1;05/01/2015 12.30.32;
3059;753;d_1;05/01/2015 12.30.53;
3060;753;g_1;05/01/2015 12.31.59;
3061;754;a_1;05/01/2015 12.26.04;
3062;754;c_1;05/01/2015 12.26.10;
3063;754;d_1;05/01/2015 12.26.58;
3064;754;f_1;05/01/2015 12.28.04;
3065;755;b_1;05/01/2015 12.28.32;
3066;755;d_1;05/01/2015 12.28.51;
3067;755;e_1;05/01/2015 12.30.58;
3068;755;g_1;05/01/2015 12.31.42;
3069;756;a_1;05/01/2015 12.28.24;
3070;756;c_1;05/01/2015 12.28.34;
3071;756;d_1;05/01/2015 12.29.13;
3072;756;f_1;05/01/2015 12.32.19;
3073;757;a_1;05/01/2015 12.30.03;
3074;757;d_1;05/01/2015 12.30.22;
3075;757;c_1;05/01/2015 12.35.40;
3076;757;f_1;05/01/2015 12.35.40;
3077;758;b_1;05/01/2015 12.30.05;
3078;758;d_1;05/01/2015 12.31.04;
3079;758;e_1;05/01/2015 12.34.09;
3080;758;g_1;05/01/2015 12.34.18;
3081;759;b_1;05/01/2015 12.29.33;
3082;759;e_1;05/01/2015 12.30.31;
3083;759;d_1;05/01/2015 12.31.01;
3084;759;g_1;05/01/2015 12.34.24;
3085;760;a_1;05/01/2015 12.31.03;
3086;760;c_1;05/01/2015 12.32.07;
3087;760;d_1;05/01/2015 12.32.20;
3088;760;f_1;05/01/2015 12.33.56;
3089;761;a_1;05/01/2015 12.31.31;
3090;761;d_1;05/01/2015 12.31.35;
3091;761;c_1;05/01/2015 12.31.45;
3092;761;f_1;05/01/2015 12.33.12;
3093;762;a_1;05/01/2015 12.32.32;
3094;762;d_1;05/01/2015 12.33.20;
3095;762;c_1;05/01/2015 12.36.28;
3096;762;f_1;05/01/2015 12.36.44;
3097;763;a_1;05/01/2015 12.33.42;
3098;763;c_1;05/01/2015 12.34.26;
3099;763;d_1;05/01/2015 12.34.40;
3100;763;f_1;05/01/2015 12.35.58;
3101;764;b_1;05/01/2015 12.36.19;
3102;764;d_1;05/01/2015 12.37.38;
3103;764;e_1;05/01/2015 12.38.34;
3104;764;g_1;05/01/2015 12.39.02;
3105;765;b_1;05/01/2015 12.33.53;
3106;765;e_1;05/01/2015 12.35.01;
3107;765;d_1;05/01/2015 12.36.58;
3108;765;g_1;05/01/2015 12.37.34;
3109;766;a_1;05/01/2015 12.34.05;
3110;766;c_1;05/01/2015 12.34.28;
3111;766;d_1;05/01/2015 12.34.50;
3112;766;f_1;05/01/2015 12.35.37;
3113;767;a_1;05/01/2015 12.35.44;
3114;767;d_1;05/01/2015 12.36.08;
3115;767;c_1;05/01/2015 12.37.25;
3116;767;f_1;05/01/2015 12.38.27;
3117;768;b_1;05/01/2015 12.36.07;
3118;768;e_1;05/01/2015 12.36.48;
3119;768;d_1;05/01/2015 12.37.45;
3120;768;g_1;05/01/2015 12.39.43;
3121;769;b_1;05/01/2015 12.37.07;
3122;769;e_1;05/01/2015 12.37.52;
3123;769;d_1;05/01/2015 12.37.57;
3124;769;g_1;05/01/2015 12.39.49;
3125;770;a_1;05/01/2015 12.39.33;
3126;770;d_1;05/01/2015 12.41.22;
3127;770;c_1;05/01/2015 12.41.31;
3128;770;f_1;05/01/2015 12.43.17;
3129;771;b_1;05/01/2015 12.38.12;
3130;771;d_1;05/01/2015 12.38.28;
3131;771;e_1;05/01/2015 12.39.33;
3132;771;g_1;05/01/2015 12.40.11;
3133;772;b_1;05/01/2015 12.42.17;
3134;772;e_1;05/01/2015 12.44.05;
3135;772;d_1;05/01/2015 12.46.34;
3136;772;g_1;05/01/2015 12.47.41;
3137;773;a_1;05/01/2015 12.42.35;
3138;773;d_1;05/01/2015 12.43.43;
3139;773;c_1;05/01/2015 12.45.34;
3140;773;f_1;05/01/2015 12.50.51;
3141;774;b_1;05/01/2015 12.43.52;
3142;774;d_1;05/01/2015 12.44.58;
3143;774;e_1;05/01/2015 12.45.02;
3144;774;g_1;05/01/2015 12.46.44;
3145;775;a_1;05/01/2015 12.45.24;
3146;775;d_1;05/01/2015 12.45.42;
3147;775;c_1;05/01/2015 12.46.06;
3148;775;f_1;05/01/2015 12.46.41;
3149;776;a_1;05/01/2015 12.45.32;
3150;776;c_1;05/01/2015 12.46.00;
3151;776;d_1;05/01/2015 12.47.43;
3152;776;f_1;05/01/2015 12.47.55;
3153;777;b_1;05/01/2015 12.49.20;
3154;777;d_1;05/01/2015 12.49.54;
3155;777;e_1;05/01/2015 12.50.17;
3156;777;g_1;05/01/2015 12.51.51;
3157;778;b_1;05/01/2015 12.48.57;
3158;778;d_1;05/01/2015 12.49.15;
3159;778;e_1;05/01/2015 12.50.14;
3160;778;g_1;05/01/2015 12.52.13;
3161;779;a_1;05/01/2015 12.47.44;
3162;779;c_1;05/01/2015 12.47.45;
3163;779;d_1;05/01/2015 12.49.18;
3164;779;f_1;05/01/2015 12.49.27;
3165;780;b_1;05/01/2015 12.48.55;
3166;780;e_1;05/01/2015 12.50.10;
3167;780;d_1;05/01/2015 12.50.26;
3168;780;g_1;05/01/2015 12.53.06;
3169;781;a_1;05/01/2015 12.50.52;
3170;781;c_1;05/01/2015 12.51.20;
3171;781;d_1;05/01/2015 12.52.22;
3172;781;f_1;05/01/2015 12.52.30;
3173;782;a_1;05/01/2015 12.52.28;
3174;782;d_1;05/01/2015 12.52.58;
3175;782;c_1;05/01/2015 12.53.02;
3176;782;f_1;05/01/2015 12.59.28;
3177;783;b_1;05/01/2015 12.52.41;
3178;783;d_1;05/01/2015 12.53.23;
3179;783;e_1;05/01/2015 12.53.27;
3180;783;g_1;05/01/2015 12.54.03;
3181;784;a_1;05/01/2015 12.50.48;
3182;784;c_1;05/01/2015 12.52.13;
3183;784;d_1;05/01/2015 12.52.41;
3184;784;f_1;05/01/2015 12.54.41;
3185;785;b_1;05/01/2015 12.53.02;
3186;785;e_1;05/01/2015 12.54.21;
3187;785;d_1;05/01/2015 12.59.04;
3188;785;g_1;05/01/2015 13.00.42;
3189;786;b_1;05/01/2015 12.51.04;
3190;786;e_1;05/01/2015 12.51.08;
3191;786;d_1;05/01/2015 12.51.56;
3192;786;g_1;05/01/2015 12.52.49;
3193;787;a_1;05/01/2015 12.51.17;
3194;787;d_1;05/01/2015 12.51.49;
3195;787;c_1;05/01/2015 12.55.12;
3196;787;f_1;05/01/2015 12.55.28;
3197;788;b_1;05/01/2015 12.51.40;
3198;788;d_1;05/01/2015 12.51.49;
3199;788;e_1;05/01/2015 12.53.15;
3200;788;g_1;05/01/2015 12.54.12;
3201;789;a_1;05/01/2015 12.53.44;
3202;789;c_1;05/01/2015 12.54.29;
3203;789;d_1;05/01/2015 12.54.39;
3204;789;f_1;05/01/2015 12.57.31;
3205;790;a_1;05/01/2015 12.55.01;
3206;790;c_1;05/01/2015 12.55.07;
3207;790;d_1;05/01/2015 12.57.09;
3208;790;f_1;05/01/2015 12.59.03;
3209;791;a_1;05/01/2015 12.56.52;
3210;791;c_1;05/01/2015 12.57.09;
3211;791;d_1;05/01/2015 12.57.11;
3212;791;f_1;05/01/2015 12.58.49;
3213;792;a_1;05/01/2015 12.58.45;
3214;792;c_1;05/01/2015 12.58.59;
3215;792;d_1;05/01/2015 12.59.40;
3216;792;f_1;05/01/2015 13.00.28;
3217;793;a_1;05/01/2015 12.59.16;
3218;793;c_1;05/01/2015 12.59.32;
3219;793;d_1;05/01/2015 13.00.46;
3220;793;f_1;05/01/2015 13.03.24;
3221;794;b_1;05/01/2015 13.00.18;
3222;794;d_1;05/01/2015 13.00.28;
3223;794;e_1;05/01/2015 13.00.36;
3224;794;g_1;05/01/2015 13.01.01;
3225;795;a_1;05/01/2015 13.00.14;
3226;795;c_1;05/01/2015 13.00.31;
3227;795;d_1;05/01/2015 13.00.41;
3228;795;f_1;05/01/2015 13.00.57;
3229;796;a_1;05/01/2015 13.01.17;
3230;796;c_1;05/01/2015 13.02.05;
3231;796;d_1;05/01/2015 13.04.08;
3232;796;f_1;05/01/2015 13.04.30;
3233;797;b_1;05/01/2015 13.03.18;
3234;797;d_1;05/01/2015 13.03.28;
3235;797;e_1;05/01/2015 13.04.55;
3236;797;g_1;05/01/2015 13.04.56;
3237;798;a_1;05/01/2015 13.04.57;
3238;798;d_1;05/01/2015 13.04.59;
3239;798;c_1;05/01/2015 13.06.35;
3240;798;f_1;05/01/2015 13.07.14;
3241;799;b_1;05/01/2015 13.07.01;
3242;799;e_1;05/01/2015 13.07.44;
3243;799;d_1;05/01/2015 13.08.12;
3244;799;g_1;05/01/2015 13.09.29;
3245;800;a_1;05/01/2015 13.06.53;
3246;800;c_1;05/01/2015 13.06.57;
3247;800;d_1;05/01/2015 13.07.44;
3248;800;f_1;05/01/2015 13.07.45;
3249;801;b_1;05/01/2015 13.09.12;
3250;801;e_1;05/01/2015 13.09.24;
3251;801;d_1;05/01/2015 13.09.31;
3252;801;g_1;05/01/2015 13.14.07;
3253;802;b_1;05/01/2015 13.08.30;
3254;802;e_1;05/01/2015 13.09.29;
3255;802;d_1;05/01/2015 13.09.58;
3256;802;g_1;05/01/2015 13.10.13;
3257;803;b_1;05/01/2015 13.09.47;
3258;803;e_1;05/01/2015 13.09.47;
3259;803;d_1;05/01/2015 13.10.34;
3260;803;g_1;05/01/2015 13.13.15;
3261;804;a_1;05/01/2015 13.11.02;
3262;804;c_1;05/01/2015 13.11.11;
3263;804;d_1;05/01/2015 13.18.10;
3264;804;f_1;05/01/2015 13.19.05;
3265;805;b_1;05/01/2015 13.09.35;
3266;805;e_1;05/01/2015 13.09.41;
3267;805;d_1;05/01/2015 13.12.23;
3268;805;g_1;05/01/2015 13.14.23;
3269;806;b_1;05/01/2015 13.14.53;
3270;806;e_1;05/01/2015 13.15.21;
3271;806;d_1;05/01/2015 13.15.23;
3272;806;g_1;05/01/2015 13.16.14;
3273;807;a_1;05/01/2015 13.10.54;
3274;807;c_1;05/01/2015 13.11.00;
3275;807;d_1;05/01/2015 13.12.30;
3276;807;f_1;05/01/2015 13.13.26;
3277;808;a_1;05/01/2015 13.13.17;
3278;808;d_1;05/01/2015 13.13.24;
3279;808;x_1;05/01/2015 13.14.53;
3280;808;c_1;05/01/2015 13.14.53;
3281;808;f_1;05/01/2015 13.15.29;
3282;809;b_1;05/01/2015 13.12.38;
3283;809;e_1;05/01/2015 13.13.13;
3284;809;d_1;05/01/2015 13.14.21;
3285;809;x_1;05/01/2015 13.15.21;
3286;809;x_1;05/01/2015 13.15.21;
3287;809;g_1;05/01/2015 13.16.40;
3288;810;a_1;05/01/2015 13.16.13;
3289;810;d_1;05/01/2015 13.17.02;
3290;810;c_1;05/01/2015 13.18.36;
3291;810;f_1;05/01/2015 13.20.24;
3292;811;a_1;05/01/2015 13.18.14;
3293;811;c_1;05/01/2015 13.18.31;
3294;811;d_1;05/01/2015 13.18.49;
3295;811;f_1;05/01/2015 13.19.41;
3296;812;b_1;05/01/2015 13.18.56;
3297;812;e_1;05/01/2015 13.19.10;
3298;812;d_1;05/01/2015 13.19.12;
3299;812;x_1;05/01/2015 13.22.38;
3300;812;g_1;05/01/2015 13.22.39;
3301;813;a_1;05/01/2015 13.19.25;
3302;813;c_1;05/01/2015 13.19.28;
3303;813;d_1;05/01/2015 13.19.29;
3304;813;f_1;05/01/2015 13.20.21;
3305;814;a_1;05/01/2015 13.20.42;
3306;814;d_1;05/01/2015 13.21.51;
3307;814;c_1;05/01/2015 13.22.31;
3308;814;f_1;05/01/2015 13.24.11;
3309;815;a_1;05/01/2015 13.20.51;
3310;815;d_1;05/01/2015 13.20.56;
3311;815;c_1;05/01/2015 13.20.59;
3312;815;f_1;05/01/2015 13.23.29;
3313;816;a_1;05/01/2015 13.22.04;
3314;816;d_1;05/01/2015 13.22.28;
3315;816;c_1;05/01/2015 13.22.48;
3316;816;f_1;05/01/2015 13.23.27;
3317;817;b_1;05/01/2015 13.21.15;
3318;817;e_1;05/01/2015 13.21.16;
3319;817;d_1;05/01/2015 13.22.09;
3320;817;g_1;05/01/2015 13.22.43;
